"","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend","treatment"
"39610",2,"5) $500 - $750",554.93,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"39611",7,"1) $0 - $100",29.99,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"39612",2,"5) $500 - $750",576.97,0,1,"Rural",1,"Phone","No E-Mail",1,0,0,0
"39613",5,"4) $350 - $500",469.05,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39614",9,"1) $0 - $100",70.86,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"39615",2,"3) $200 - $350",229.2,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39616",11,"2) $100 - $200",133.7,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"39617",4,"1) $0 - $100",75.02,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,1
"39618",9,"3) $200 - $350",264.76,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39619",1,"5) $500 - $750",619.18,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39620",8,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39621",6,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39622",7,"1) $0 - $100",66.91,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"39623",1,"1) $0 - $100",85.17,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39624",2,"2) $100 - $200",103.85,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39625",7,"1) $0 - $100",55.2,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"39626",7,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39627",2,"1) $0 - $100",58.55,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39628",5,"3) $200 - $350",278.28,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"39629",9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"39630",9,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"39631",3,"1) $0 - $100",36.79,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39632",9,"1) $0 - $100",31.85,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39633",10,"2) $100 - $200",107.23,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"39634",9,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39635",1,"2) $100 - $200",151.61,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39636",1,"6) $750 - $1,000",809.3,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"39637",1,"1) $0 - $100",60.7,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
"39638",1,"3) $200 - $350",227.95,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39639",12,"1) $0 - $100",60.28,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39640",4,"5) $500 - $750",606.22,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"39641",9,"2) $100 - $200",139.74,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39642",1,"4) $350 - $500",380.51,1,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39643",6,"5) $500 - $750",569.18,1,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"39644",3,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"39645",2,"1) $0 - $100",98.03,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
"39646",1,"3) $200 - $350",279.74,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"39647",2,"2) $100 - $200",126.95,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39648",11,"5) $500 - $750",565.66,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"39649",10,"1) $0 - $100",52.72,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39650",1,"2) $100 - $200",117.82,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39651",1,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"39652",9,"3) $200 - $350",203.68,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"39653",9,"4) $350 - $500",359.65,1,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
"39654",1,"1) $0 - $100",97.27,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1
"39655",5,"3) $200 - $350",348.62,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"39656",9,"4) $350 - $500",497.03,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"39657",3,"2) $100 - $200",131.37,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"39658",6,"2) $100 - $200",172.91,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39659",9,"4) $350 - $500",405.58,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1
"39660",2,"2) $100 - $200",181.33,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39661",7,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"39662",3,"2) $100 - $200",143.53,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39663",9,"1) $0 - $100",31.48,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39664",3,"1) $0 - $100",69.74,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39665",10,"1) $0 - $100",77.44,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"39666",6,"1) $0 - $100",90.16,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39667",1,"5) $500 - $750",722.29,1,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"39668",5,"1) $0 - $100",69.61,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39669",11,"2) $100 - $200",132.59,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0,1
"39670",9,"5) $500 - $750",745.29,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39671",2,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39672",1,"7) $1,000 +",1016.49,1,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"39673",7,"2) $100 - $200",115.4,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39674",2,"2) $100 - $200",175.93,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39675",1,"2) $100 - $200",164.07,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39676",10,"5) $500 - $750",588.2,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"39677",11,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39678",1,"1) $0 - $100",74.29,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39679",4,"2) $100 - $200",189.37,0,1,"Surburban",0,"Phone","No E-Mail",1,0,0,0
"39680",2,"5) $500 - $750",506.11,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"39681",9,"3) $200 - $350",212.33,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39682",10,"2) $100 - $200",183.57,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39683",3,"1) $0 - $100",29.99,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0,1
"39684",1,"2) $100 - $200",138.25,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"39685",9,"2) $100 - $200",196.26,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39686",8,"3) $200 - $350",272.49,0,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
"39687",10,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39688",8,"3) $200 - $350",293.11,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39689",3,"1) $0 - $100",92.11,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"39690",2,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39691",3,"3) $200 - $350",320.87,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"39692",7,"3) $200 - $350",309.15,1,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39693",5,"1) $0 - $100",91.51,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39694",6,"1) $0 - $100",31.87,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"39695",6,"4) $350 - $500",392.88,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"39696",7,"1) $0 - $100",86.56,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"39697",6,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"39698",9,"1) $0 - $100",36.32,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
"39699",12,"2) $100 - $200",148.77,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"39700",3,"5) $500 - $750",521.06,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39701",8,"2) $100 - $200",178.55,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39702",9,"1) $0 - $100",71.39,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
"39703",1,"3) $200 - $350",345.46,1,0,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"39704",12,"2) $100 - $200",197.34,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39705",4,"3) $200 - $350",348.73,0,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
"39706",2,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39707",2,"5) $500 - $750",512.44,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39708",3,"1) $0 - $100",99.69,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"39709",4,"3) $200 - $350",287.54,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,1
"39710",3,"6) $750 - $1,000",753.96,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39711",9,"2) $100 - $200",176.92,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39712",8,"2) $100 - $200",104.69,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39713",9,"1) $0 - $100",29.99,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
"39714",1,"1) $0 - $100",72.21,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
"39715",1,"1) $0 - $100",29.99,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
"39716",10,"3) $200 - $350",225.73,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39717",10,"3) $200 - $350",245.94,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39718",10,"4) $350 - $500",369.69,0,1,"Urban",1,"Multichannel","No E-Mail",0,0,0,0
"39719",9,"1) $0 - $100",81.22,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"39720",10,"2) $100 - $200",100.44,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39721",2,"1) $0 - $100",61.55,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1
"39722",2,"4) $350 - $500",452.8,1,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
"39723",4,"3) $200 - $350",253,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39724",6,"1) $0 - $100",87.09,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
"39725",2,"5) $500 - $750",614.65,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,1
"39726",10,"3) $200 - $350",239.58,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"39727",12,"2) $100 - $200",178.77,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1
"39728",4,"1) $0 - $100",91.21,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"39729",12,"4) $350 - $500",376.34,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1
"39730",1,"5) $500 - $750",730.17,1,0,"Surburban",1,"Web","No E-Mail",1,0,0,0
"39731",7,"5) $500 - $750",508.3,1,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"39732",9,"1) $0 - $100",32.82,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39733",1,"1) $0 - $100",51.45,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39734",5,"3) $200 - $350",330.44,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"39735",7,"4) $350 - $500",394.21,1,0,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1
"39736",4,"1) $0 - $100",43.46,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"39737",3,"3) $200 - $350",201.36,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39738",10,"1) $0 - $100",29.99,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
"39739",10,"2) $100 - $200",111.17,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39740",1,"3) $200 - $350",254.86,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"39741",12,"1) $0 - $100",29.99,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"39742",6,"2) $100 - $200",155.8,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39743",1,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"39744",5,"1) $0 - $100",58.89,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"39745",8,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39746",6,"6) $750 - $1,000",755.58,1,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1
"39747",9,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"39748",1,"1) $0 - $100",59.26,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39749",9,"2) $100 - $200",160.15,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"39750",8,"2) $100 - $200",144.68,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39751",6,"3) $200 - $350",218.48,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39752",9,"2) $100 - $200",176.51,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39753",2,"3) $200 - $350",295.45,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39754",6,"1) $0 - $100",29.99,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"39755",7,"1) $0 - $100",48.25,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39756",5,"1) $0 - $100",93.64,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1
"39757",10,"1) $0 - $100",78.57,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39758",6,"2) $100 - $200",103.22,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39759",3,"2) $100 - $200",168.51,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"39760",1,"3) $200 - $350",248.83,0,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,1
"39761",5,"4) $350 - $500",371.43,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"39762",2,"1) $0 - $100",93.26,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39763",10,"1) $0 - $100",51.62,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39764",3,"5) $500 - $750",663.97,1,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39765",4,"4) $350 - $500",471.47,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39766",6,"3) $200 - $350",283.98,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39767",1,"2) $100 - $200",178.81,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1
"39768",9,"2) $100 - $200",133.62,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"39769",5,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"39770",1,"7) $1,000 +",1204.21,1,1,"Urban",1,"Web","Mens E-Mail",1,0,0,1
"39771",10,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39772",11,"1) $0 - $100",46.17,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,1
"39773",6,"2) $100 - $200",109.9,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39774",1,"3) $200 - $350",213.64,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39775",3,"2) $100 - $200",133.41,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,1
"39776",2,"1) $0 - $100",75.94,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39777",4,"3) $200 - $350",221.29,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"39778",11,"5) $500 - $750",514.86,1,1,"Urban",1,"Web","Mens E-Mail",1,0,0,1
"39779",10,"3) $200 - $350",212.6,1,1,"Urban",1,"Web","Mens E-Mail",1,0,0,1
"39780",1,"3) $200 - $350",239.33,1,0,"Surburban",1,"Phone","Mens E-Mail",1,1,29.99,1
"39781",1,"1) $0 - $100",83.75,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"39782",3,"1) $0 - $100",35.39,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39783",4,"1) $0 - $100",38.15,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"39784",10,"4) $350 - $500",491.48,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"39785",12,"1) $0 - $100",89.55,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,1
"39786",3,"3) $200 - $350",233.81,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39787",2,"2) $100 - $200",128.66,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39788",11,"3) $200 - $350",232.88,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39789",10,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39790",1,"6) $750 - $1,000",910.79,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39791",2,"2) $100 - $200",162,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"39792",8,"2) $100 - $200",111.74,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1
"39793",2,"5) $500 - $750",717.21,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"39794",11,"2) $100 - $200",127.95,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"39795",9,"1) $0 - $100",44.29,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"39796",4,"3) $200 - $350",256.76,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"39797",2,"6) $750 - $1,000",782.8,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"39798",10,"2) $100 - $200",136.61,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39799",10,"2) $100 - $200",180.76,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39800",10,"1) $0 - $100",98.91,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0
"39801",6,"2) $100 - $200",186.96,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"39802",10,"2) $100 - $200",109,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39803",9,"2) $100 - $200",145.14,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"39804",9,"3) $200 - $350",229.81,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"39805",7,"4) $350 - $500",351.41,0,1,"Surburban",0,"Multichannel","Mens E-Mail",1,1,152.35,1
"39806",8,"3) $200 - $350",279.65,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"39807",8,"1) $0 - $100",51.26,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39808",4,"5) $500 - $750",596.62,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"39809",4,"2) $100 - $200",169.97,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39810",3,"1) $0 - $100",99.99,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"39811",7,"1) $0 - $100",50.62,0,1,"Urban",0,"Phone","No E-Mail",1,0,0,0
"39812",5,"3) $200 - $350",288.35,1,0,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"39813",5,"1) $0 - $100",42.31,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39814",12,"2) $100 - $200",107.54,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"39815",4,"3) $200 - $350",296.25,1,0,"Surburban",0,"Phone","No E-Mail",1,0,0,0
"39816",1,"3) $200 - $350",218.25,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"39817",2,"2) $100 - $200",185.09,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39818",9,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39819",2,"2) $100 - $200",138.76,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39820",9,"1) $0 - $100",29.99,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"39821",3,"2) $100 - $200",164.18,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39822",1,"5) $500 - $750",605.31,1,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"39823",8,"1) $0 - $100",88.09,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39824",12,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"39825",1,"4) $350 - $500",431.98,1,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"39826",3,"3) $200 - $350",211.72,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39827",1,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39828",2,"2) $100 - $200",105.97,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39829",3,"2) $100 - $200",179.77,1,0,"Surburban",1,"Web","No E-Mail",1,0,0,0
"39830",1,"1) $0 - $100",63.13,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39831",10,"1) $0 - $100",33.43,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39832",1,"1) $0 - $100",67.07,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"39833",3,"4) $350 - $500",414.84,1,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
"39834",3,"3) $200 - $350",326.42,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39835",1,"2) $100 - $200",184.69,1,0,"Surburban",1,"Phone","No E-Mail",1,0,0,0
"39836",6,"1) $0 - $100",58.42,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39837",2,"7) $1,000 +",1122.92,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,1
"39838",5,"4) $350 - $500",429.97,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39839",8,"1) $0 - $100",71,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39840",1,"3) $200 - $350",332.65,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"39841",2,"3) $200 - $350",274.31,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1
"39842",10,"4) $350 - $500",463.47,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39843",11,"4) $350 - $500",388.71,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39844",11,"2) $100 - $200",187.66,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"39845",2,"3) $200 - $350",321.61,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1
"39846",12,"3) $200 - $350",246.63,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39847",5,"4) $350 - $500",396.76,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"39848",10,"2) $100 - $200",157.55,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39849",9,"1) $0 - $100",85.56,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"39850",3,"2) $100 - $200",152.84,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"39851",3,"4) $350 - $500",389.61,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39852",4,"1) $0 - $100",30.57,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39853",4,"3) $200 - $350",342.91,1,0,"Urban",0,"Phone","Mens E-Mail",1,1,85.4,1
"39854",7,"4) $350 - $500",418.86,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
"39855",4,"1) $0 - $100",87.87,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"39856",10,"2) $100 - $200",169.92,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
"39857",6,"3) $200 - $350",207.14,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39858",9,"1) $0 - $100",55.13,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39859",1,"2) $100 - $200",158.23,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"39860",4,"3) $200 - $350",225.68,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"39861",12,"2) $100 - $200",159.31,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39862",2,"4) $350 - $500",407.52,0,1,"Surburban",1,"Phone","Mens E-Mail",1,1,47.87,1
"39863",4,"2) $100 - $200",154.71,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39864",9,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39865",4,"1) $0 - $100",83.06,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39866",6,"3) $200 - $350",334.65,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39867",3,"2) $100 - $200",157.12,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"39868",9,"3) $200 - $350",224.27,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"39869",7,"1) $0 - $100",44.64,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"39870",11,"1) $0 - $100",90.29,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"39871",5,"2) $100 - $200",103.38,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"39872",12,"2) $100 - $200",110.06,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0,1
"39873",9,"3) $200 - $350",241.88,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"39874",1,"1) $0 - $100",72.29,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0
"39875",2,"2) $100 - $200",129.25,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
