"","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend","treatment","obs_rate_c","obs_rate_t","random_number"
"27275",3,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.300534108886495
"27276",1,"6) $750 - $1,000",777.09,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.182041915599257
"27277",2,"5) $500 - $750",708.02,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.468799139605835
"27278",10,"5) $500 - $750",620.66,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.898611314129084
"27279",5,"4) $350 - $500",495.88,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.708144126925617
"27280",10,"2) $100 - $200",107.15,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.883771088672802
"27281",11,"2) $100 - $200",135.76,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.641377425985411
"27282",4,"1) $0 - $100",83.65,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.21799262566492
"27283",11,"5) $500 - $750",577.81,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.676126003498212
"27284",10,"4) $350 - $500",491.46,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.851911564590409
"27285",12,"2) $100 - $200",153.13,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.249547484563664
"27286",11,"2) $100 - $200",142.94,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.316065924242139
"27287",3,"1) $0 - $100",85.07,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.209775136783719
"27288",10,"1) $0 - $100",89.66,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.710584736894816
"27289",9,"3) $200 - $350",267.18,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.572895729215816
"27290",7,"5) $500 - $750",660.33,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,1,0.5,1,0.16638140543364
"27291",11,"3) $200 - $350",294.16,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.388414912158623
"27292",10,"2) $100 - $200",192.37,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.0880918831098825
"27293",6,"5) $500 - $750",525.97,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.527912887977436
"27294",7,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.239369522547349
"27295",2,"3) $200 - $350",343.88,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.194807186024264
"27296",6,"1) $0 - $100",29.99,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.0952108851633966
"27297",2,"1) $0 - $100",49.78,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.879576404346153
"27298",3,"3) $200 - $350",294.24,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.00601969705894589
"27299",1,"6) $750 - $1,000",869.54,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.641798693221062
"27300",2,"2) $100 - $200",118.01,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.146546994103119
"27301",10,"2) $100 - $200",100.03,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.473936853930354
"27302",4,"2) $100 - $200",192.61,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.223164260387421
"27303",7,"6) $750 - $1,000",912.28,1,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.265676743583754
"27304",2,"2) $100 - $200",115.13,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.478561091469601
"27305",12,"6) $750 - $1,000",798.71,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.915111447917297
"27306",8,"2) $100 - $200",155.21,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.254132193513215
"27307",1,"6) $750 - $1,000",841.18,1,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.746132113272324
"27308",1,"6) $750 - $1,000",822.15,1,0,"Urban",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.376839697593823
"27309",7,"3) $200 - $350",298.44,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.107307083904743
"27310",8,"3) $200 - $350",277.16,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.578243816737086
"27311",5,"4) $350 - $500",357.77,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.2036830666475
"27312",2,"1) $0 - $100",76.21,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.271787015721202
"27313",6,"7) $1,000 +",1021.88,0,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.450884614605457
"27314",4,"1) $0 - $100",46.5,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.437011737842113
"27315",10,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.0203564558178186
"27316",10,"2) $100 - $200",183.54,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.780252252006903
"27317",1,"7) $1,000 +",1286.09,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,1,0.5,1,0.447069875663146
"27318",8,"3) $200 - $350",221.11,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.772263438208029
"27319",5,"5) $500 - $750",535.41,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.229443453950807
"27320",2,"7) $1,000 +",1106.14,1,1,"Urban",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.270476118661463
"27321",9,"1) $0 - $100",31.28,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.986922492971644
"27322",1,"6) $750 - $1,000",750.85,1,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.760201538447291
"27323",6,"5) $500 - $750",569.13,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.268183709820732
"27324",1,"2) $100 - $200",100.86,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.220897785155103
"27325",7,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.269133755704388
"27326",3,"2) $100 - $200",131.83,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.17283405084163
"27327",10,"1) $0 - $100",76.24,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.696783177787438
"27328",9,"2) $100 - $200",145.14,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.251501445192844
"27329",7,"5) $500 - $750",570.37,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.0868870080448687
"27330",8,"2) $100 - $200",101.95,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.617103949189186
"27331",4,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.123734405031428
"27332",1,"2) $100 - $200",154.25,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.158972116187215
"27333",6,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.224975347518921
"27334",12,"4) $350 - $500",410.71,0,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.0452868759166449
"27335",12,"3) $200 - $350",218.43,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.673607470933348
"27336",10,"2) $100 - $200",152.57,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.9352748519741
"27337",6,"1) $0 - $100",64.84,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.945491197286174
"27338",1,"4) $350 - $500",424.78,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.580364386085421
"27339",6,"3) $200 - $350",317.78,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.64669120288454
"27340",8,"1) $0 - $100",93.58,1,0,"Surburban",1,"Web","No E-Mail",1,0,0,0,1,0.5,0.33726424863562
"27341",2,"2) $100 - $200",169.83,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.38478971994482
"27342",11,"3) $200 - $350",337.02,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.277022499358281
"27343",7,"3) $200 - $350",290.57,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.375161190750077
"27344",1,"2) $100 - $200",126.62,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.275735296541825
"27345",11,"4) $350 - $500",433.05,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.993711179122329
"27346",7,"3) $200 - $350",335.4,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.178827553521842
"27347",2,"5) $500 - $750",555.76,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.0413451045751572
"27348",5,"4) $350 - $500",428.41,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.93730750400573
"27349",4,"1) $0 - $100",34.83,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.735787571175024
"27350",3,"1) $0 - $100",43.64,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.297387664439157
"27351",9,"1) $0 - $100",29.99,1,0,"Rural",0,"Phone","Mens E-Mail",1,0,0,1,1,0.5,0.332395928213373
"27352",7,"3) $200 - $350",207.93,1,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.0553845798131078
"27353",8,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.125618830090389
"27354",7,"1) $0 - $100",63.22,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.177787460852414
"27355",4,"3) $200 - $350",249.9,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.279796958900988
"27356",2,"2) $100 - $200",129.36,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.968682888196781
"27357",10,"1) $0 - $100",70.81,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.264160488033667
"27358",9,"3) $200 - $350",260.59,1,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.355495933676139
"27359",2,"3) $200 - $350",209.96,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.376468040514737
"27360",10,"5) $500 - $750",619.38,0,1,"Rural",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.114328466355801
"27361",1,"3) $200 - $350",288.73,1,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.17984440876171
"27362",9,"3) $200 - $350",205.77,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.837173691019416
"27363",9,"2) $100 - $200",162.94,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.429611064726487
"27364",7,"1) $0 - $100",59.92,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.58144746767357
"27365",12,"2) $100 - $200",121.77,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.114527023630217
"27366",7,"2) $100 - $200",104.43,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.482705192640424
"27367",8,"3) $200 - $350",317.72,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.612359752878547
"27368",2,"6) $750 - $1,000",824.52,1,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.722276447108015
"27369",4,"1) $0 - $100",29.99,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.0863893877249211
"27370",9,"1) $0 - $100",57.88,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.0760147590190172
"27371",2,"2) $100 - $200",150.18,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.685332301771268
"27372",2,"5) $500 - $750",530.67,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.431444937363267
"27373",9,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.175017145462334
"27374",5,"2) $100 - $200",198.79,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.203206630889326
"27375",10,"5) $500 - $750",613.08,1,1,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.101439612684771
"27376",2,"5) $500 - $750",612.78,1,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.380089162150398
"27377",6,"1) $0 - $100",92.46,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.710270510287955
"27378",5,"3) $200 - $350",217.94,1,0,"Rural",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.586931826313958
"27379",3,"2) $100 - $200",185.24,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.644617309095338
"27380",2,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.751649308716878
"27381",1,"1) $0 - $100",85.91,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.669086809735745
"27382",9,"3) $200 - $350",225.7,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.107955244835466
"27383",3,"2) $100 - $200",101.46,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.38691617292352
"27384",9,"4) $350 - $500",391.74,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.677453839452937
"27385",10,"3) $200 - $350",216.43,0,1,"Surburban",0,"Phone","No E-Mail",1,0,0,0,1,0.5,0.748967029387131
"27386",2,"2) $100 - $200",165.99,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.715779884485528
"27387",10,"4) $350 - $500",463.08,1,1,"Surburban",0,"Web","No E-Mail",1,0,0,0,0.5,1,0.00686992309056222
"27388",6,"1) $0 - $100",64.15,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.466501442482695
"27389",7,"4) $350 - $500",396.9,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.34607292059809
"27390",11,"3) $200 - $350",238.6,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.525573163991794
"27391",7,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.649554911768064
"27392",10,"3) $200 - $350",213.11,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.309578850865364
"27393",6,"4) $350 - $500",431.44,1,0,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.0263293336611241
"27394",1,"1) $0 - $100",84.3,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.539216337492689
"27395",2,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.493354271631688
"27396",11,"4) $350 - $500",406.07,0,1,"Rural",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.188404293730855
"27397",1,"7) $1,000 +",1276.14,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.143278134055436
"27398",3,"2) $100 - $200",189.94,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.883878557942808
"27399",10,"4) $350 - $500",436.1,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.356280501000583
"27400",7,"1) $0 - $100",95.1,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.272638059454039
"27401",1,"3) $200 - $350",249.32,1,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.0769659450743347
"27402",12,"1) $0 - $100",29.99,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.790081393904984
"27403",8,"2) $100 - $200",133.36,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.450345567893237
"27404",1,"5) $500 - $750",563.14,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.208894305163994
"27405",9,"2) $100 - $200",106.5,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.239956337725744
"27406",5,"2) $100 - $200",171.11,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.453279318986461
"27407",10,"3) $200 - $350",215.49,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.506626732647419
"27408",4,"2) $100 - $200",157.38,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.145299703581259
"27409",9,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.33299222914502
"27410",2,"1) $0 - $100",30.13,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.207461226498708
"27411",8,"4) $350 - $500",395.15,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.285171974916011
"27412",10,"1) $0 - $100",29.99,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.0903216025326401
"27413",7,"2) $100 - $200",115.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.0441541182808578
"27414",10,"1) $0 - $100",79.82,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.453741136938334
"27415",1,"7) $1,000 +",1050.32,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.454910863190889
"27416",9,"1) $0 - $100",54.45,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.0223328543361276
"27417",3,"5) $500 - $750",612.63,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,1,0.5,1,0.0891267361585051
"27418",2,"7) $1,000 +",1335.36,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.0698072612285614
"27419",1,"3) $200 - $350",322.31,1,0,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,1,0.5,1,0.903522415086627
"27420",5,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.44658771972172
"27421",10,"3) $200 - $350",302.37,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.471254348056391
"27422",4,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.899420628789812
"27423",3,"1) $0 - $100",57.98,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.5618456217926
"27424",11,"2) $100 - $200",114.49,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.11026209872216
"27425",12,"1) $0 - $100",40.6,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.143438625382259
"27426",8,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.18815827742219
"27427",7,"2) $100 - $200",165.76,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.9011166295968
"27428",1,"1) $0 - $100",29.99,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.330232680076733
"27429",12,"1) $0 - $100",60.62,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.0742822382599115
"27430",2,"4) $350 - $500",350.43,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.368729633744806
"27431",11,"5) $500 - $750",571.49,1,1,"Rural",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.200675475411117
"27432",1,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.70334324403666
"27433",10,"1) $0 - $100",63.94,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.882477555889636
"27434",1,"5) $500 - $750",517.61,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.496270686388016
"27435",10,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.888590394984931
"27436",10,"1) $0 - $100",39.58,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.116694961674511
"27437",8,"2) $100 - $200",184.54,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.908478181576356
"27438",8,"5) $500 - $750",564.26,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.731196309672669
"27439",1,"3) $200 - $350",305.6,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.375945797422901
"27440",1,"1) $0 - $100",30.13,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.36209713597782
"27441",9,"4) $350 - $500",414.36,1,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.00413969089277089
"27442",6,"4) $350 - $500",374.61,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.218286505900323
"27443",3,"4) $350 - $500",479.97,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.319334789412096
"27444",10,"3) $200 - $350",224.94,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.468249811558053
"27445",8,"1) $0 - $100",30.62,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.0468835667707026
"27446",5,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.00879925978370011
"27447",11,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.45708476100117
"27448",6,"1) $0 - $100",39.68,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.0574368617963046
"27449",11,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.713041760958731
"27450",12,"1) $0 - $100",56.3,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.434437295189127
"27451",6,"1) $0 - $100",90.6,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.235978426644579
"27452",1,"2) $100 - $200",141.61,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.524093413492665
"27453",1,"4) $350 - $500",411.43,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.0530655507463962
"27454",2,"2) $100 - $200",166.78,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.466344430809841
"27455",7,"2) $100 - $200",102.5,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.317306627286598
"27456",10,"1) $0 - $100",92.13,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.234947629738599
"27457",3,"2) $100 - $200",147.22,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.978305738186464
"27458",7,"2) $100 - $200",193.57,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.67809885670431
"27459",2,"3) $200 - $350",287.56,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.691739355912432
"27460",1,"4) $350 - $500",425.47,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.320549383061007
"27461",2,"4) $350 - $500",363.97,0,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.458919695112854
"27462",1,"6) $750 - $1,000",945.93,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.110539102228358
"27463",1,"3) $200 - $350",260.3,0,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.270486202323809
"27464",2,"2) $100 - $200",182.21,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.140253960154951
"27465",1,"2) $100 - $200",123.63,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.0588723209220916
"27466",4,"1) $0 - $100",57.22,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.744180039735511
"27467",1,"5) $500 - $750",695.88,1,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.237860402092338
"27468",3,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.419261016184464
"27469",3,"3) $200 - $350",268.55,0,1,"Surburban",0,"Phone","No E-Mail",1,0,0,0,0.5,1,0.0310158238280565
"27470",3,"2) $100 - $200",135.42,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.755293279187754
"27471",2,"1) $0 - $100",75.73,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.408327139215544
"27472",1,"2) $100 - $200",178.21,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.801931720227003
"27473",5,"1) $0 - $100",88.06,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.830259893089533
"27474",2,"7) $1,000 +",1133.35,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.47608860838227
"27475",8,"2) $100 - $200",143.94,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.941879456164315
"27476",6,"3) $200 - $350",268.91,0,1,"Urban",1,"Multichannel","No E-Mail",1,0,0,0,0.5,1,0.0691129076294601
"27477",12,"3) $200 - $350",231.11,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.296203847043216
"27478",8,"1) $0 - $100",64.73,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.615771167911589
"27479",9,"3) $200 - $350",304.07,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.771474756300449
"27480",7,"2) $100 - $200",169.44,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.23564989794977
"27481",11,"2) $100 - $200",114.07,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.303951005218551
"27482",4,"2) $100 - $200",107.51,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.878457915736362
"27483",5,"2) $100 - $200",114.45,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.131688968278468
